track_name,album_name,artist_name,ms_played,date_listened,platform
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497,2024-07-07,ios
Let Me Down Slowly,333,Tinashe,185777,2024-07-07,ios
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017,2024-07-07,ios
successful,Sweetener,Ariana Grande,227386,2024-07-07,ios
Under The Influence,Indigo (Extended),Chris Brown,184613,2024-07-07,ios
Birthday Sex,Jeremih,Jeremih,226506,2024-07-07,ios
Persuasion (feat. Victoria Monét),Bryson Tiller,Bryson Tiller,169941,2024-07-07,ios
Bloom,Lucid,Raveena,326134,2024-07-07,ios
Luxurious,Love Angel Music Baby,Gwen Stefani,264920,2024-07-07,ios
Nasty (Match My Chic Remix),Match My Freak EP,Tinashe,182643,2024-07-07,ios
Nasty,Nasty,Tinashe,176027,2024-07-07,ios
Co-Star,Fountain Baby,Amaarae,166533,2024-07-07,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-09,ios
Where Them Girls At,MEGAN,Megan Thee Stallion,191711,2024-07-09,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-07-09,ios
Losing You,Losing You,Solange,260399,2024-07-09,ios
Cocky Af,Tina Snow,Megan Thee Stallion,101158,2024-07-09,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-07-09,ios
Sound of Rain,When I Get Home,Solange,185959,2024-07-09,ios
Almeda,When I Get Home,Solange,219488,2024-07-09,ios
Nasty,Nasty,Tinashe,176027,2024-07-09,ios
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017,2024-07-09,ios
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873,2024-07-09,ios
Stepped On,TIMELESS,KAYTRANADA,181105,2024-07-09,ios
Snap My Finger (feat. PinkPantheress),TIMELESS,KAYTRANADA,201371,2024-07-09,ios
The Recipe,Renaissance,Aluna,202012,2024-07-09,ios
sweetener,Sweetener,Ariana Grande,208493,2024-07-09,ios
love language,Positions,Ariana Grande,179860,2024-07-09,ios
successful,Sweetener,Ariana Grande,227386,2024-07-09,ios
borderline (feat. Missy Elliott),Sweetener,Ariana Grande,177533,2024-07-09,ios
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",34+35,Ariana Grande,180393,2024-07-09,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2024-07-09,ios
Percolator,Ctrl (Deluxe),SZA,82513,2024-07-09,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2024-07-09,ios
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,308221,2024-07-09,ios
Seek & Destroy,SOS,SZA,203733,2024-07-09,ios
Love Language,SOS,SZA,183893,2024-07-09,ios
Cyber Sex,Hot Pink,Doja Cat,130146,2024-07-10,ios
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,210373,2024-07-10,ios
Backstage Passes,Dauntless Manifesto,cupcakKe,137544,2024-07-10,ios
8,CRASH,Kehlani,150262,2024-07-10,ios
Real Life,Submarine,The Marías,206973,2024-07-10,ios
Echo,Submarine,The Marías,208125,2024-07-10,ios
I Don't Know You,"Superclean, Vol. I",The Marías,209403,2024-07-10,ios
Cariño,"Superclean, Vol. II",The Marías,258713,2024-07-10,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-10,ios
Real Life,Submarine,The Marías,206973,2024-07-10,ios
Echo,Submarine,The Marías,209426,2024-07-10,ios
Hamptons,Submarine,The Marías,188400,2024-07-10,ios
Ay No Puedo,Submarine,The Marías,181546,2024-07-10,ios
Paranoia,Submarine,The Marías,231786,2024-07-10,ios
Drip,Drip,The Marías,195754,2024-07-10,ios
Little by Little,CINEMA,The Marías,178493,2024-07-10,ios
Heavy,CINEMA,The Marías,253213,2024-07-10,ios
Echo,Submarine,The Marías,209426,2024-07-11,ios
Real Life,Submarine,The Marías,206973,2024-07-11,ios
Hamptons,Submarine,The Marías,188400,2024-07-11,ios
Natural,Shelly,Shelly,163764,2024-07-11,ios
Ring of Past,Ring of Past,Men I Trust,201523,2024-07-11,ios
Losing You,Losing You,Solange,158336,2024-07-12,ios
Steeeam,Shelly,Shelly,170892,2024-07-12,ios
Cariño,"Superclean, Vol. II",The Marías,258713,2024-07-12,ios
Little by Little,CINEMA,The Marías,178493,2024-07-12,ios
Sugar,Untourable Album,Men I Trust,176315,2024-07-12,ios
Over the Moon,"Superclean, Vol. II",The Marías,182900,2024-07-12,ios
Crush,Solo Star,Solange,273666,2024-07-12,ios
Losing You,Losing You,Solange,260399,2024-07-12,ios
Sound of Rain,When I Get Home,Solange,185959,2024-07-12,ios
Almeda,When I Get Home,Solange,236120,2024-07-12,ios
Mad (feat. Lil Wayne),A Seat at the Table,Solange,235493,2024-07-12,ios
Binz,When I Get Home,Solange,111226,2024-07-12,ios
"Wipe Me Down (feat. Foxx, Webbie & Boosie Badazz) - Remix",Survival Of The Fittest,Trill Family,272346,2024-07-13,windows
Act Up,Girl Code,City Girls,71200,2024-07-13,windows
Pour It Up,Unapologetic,Rihanna,161200,2024-07-13,windows
Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,276333,2024-07-13,windows
Yikes,Yikes,Nicki Minaj,156881,2024-07-13,windows
Bunny Hop,Entourage 2,Da Entourage,236080,2024-07-13,windows
Lollipop,Tha Carter III,Lil Wayne,299333,2024-07-13,windows
I Don't Like,Finally Rich,Chief Keef,293840,2024-07-13,windows
Hate Bein' Sober,Finally Rich,Chief Keef,280173,2024-07-13,windows
3Hunna,Finally Rich,Chief Keef,208706,2024-07-13,windows
ICY GRL,High Maintenance,Saweetie,109302,2024-07-13,windows
Booty Me Down,Booty Me Down,Kstylis,212920,2024-07-13,windows
Gas Pedal,Remember Me,Sage The Gemini,208160,2024-07-13,windows
Only,The Pinkprint - Deluxe,Nicki Minaj,312026,2024-07-13,windows
Hellcats SRTs,Hood Hottest Princess,Sexyy Red,153666,2024-07-13,windows
In Da Club,Get Rich Or Die Tryin',50 Cent,193466,2024-07-13,windows
Jump,Jump,Tyla,147071,2024-07-13,windows
Shake That A$$,Shake That A$$,Kstylis,53254,2024-07-13,windows
Wake Up in the Sky,Wake Up in the Sky,Gucci Mane,204664,2024-07-13,windows
Fell In Luv (feat. Bryson Tiller),Die Lit,Playboi Carti,206333,2024-07-13,windows
Don't Stop The Music,Good Girl Gone Bad,Rihanna,267080,2024-07-13,windows
Dance In The Dark,The Fame Monster,Lady Gaga,288960,2024-07-13,windows
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413,2024-07-13,windows
***Flawless (feat. Chimamanda Ngozi Adichie),BEYONCÉ [Platinum Edition],Beyoncé,250960,2024-07-13,windows
OKLOSER,Scarlet 2 CLAUDE,Doja Cat,169053,2024-07-13,windows
Gun,Scarlet 2 CLAUDE,Doja Cat,176840,2024-07-13,windows
On My Mama,On My Mama,Victoria Monét,186678,2024-07-13,windows
Pussy Talk,City On Lock,City Girls,218332,2024-07-13,windows
Needs,BB/ANG3L,Tinashe,146791,2024-07-13,windows
Mamushi (feat. Yuki Chiba),MEGAN,Megan Thee Stallion,156988,2024-07-13,windows
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-13,windows
Freak Hoe,DS2,Future,174733,2024-07-13,windows
King Kunta,To Pimp A Butterfly,Kendrick Lamar,103772,2024-07-13,windows
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,204763,2024-07-13,windows
Rock Your Body,Justified,Justin Timberlake,267266,2024-07-13,windows
Think U The Shit (Fart),Think U The Shit (Fart),Ice Spice,141639,2024-07-13,windows
Deli,Like..?,Ice Spice,126857,2024-07-13,windows
Backstage Passes,Dauntless Manifesto,cupcakKe,137544,2024-07-13,windows
Queef,Dauntless Manifesto,cupcakKe,145080,2024-07-13,windows
Nasty,Nasty,Tinashe,176027,2024-07-13,windows
Needs,BB/ANG3L,Tinashe,146791,2024-07-13,windows
Sound of Rain,When I Get Home,Solange,185960,2024-07-13,windows
Losing You,Losing You,Solange,260399,2024-07-13,windows
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497,2024-07-13,windows
Almeda,When I Get Home,Solange,236120,2024-07-13,windows
B.A.S. (feat. Kyle Richh),MEGAN,Megan Thee Stallion,210391,2024-07-15,windows
Mamushi (feat. Yuki Chiba),MEGAN,Megan Thee Stallion,156988,2024-07-15,windows
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,197788,2024-07-15,windows
Paper Together (feat. UGK),MEGAN,Megan Thee Stallion,215802,2024-07-15,windows
Moody Girl,MEGAN,Megan Thee Stallion,167529,2024-07-15,windows
Otaku Hot Girl,MEGAN,Megan Thee Stallion,158663,2024-07-15,windows
Ungrateful (feat. Key Glock),Traumazine,Megan Thee Stallion,154433,2024-07-15,windows
BOA,BOA,Megan Thee Stallion,154732,2024-07-15,windows
Cry Baby (feat. DaBaby),Good News,Megan Thee Stallion,137983,2024-07-15,windows
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,166906,2024-07-15,windows
Sex Talk,Fever,Megan Thee Stallion,131209,2024-07-15,windows
Cocky Af,Tina Snow,Megan Thee Stallion,177376,2024-07-15,windows
Don’t Stop (feat. Young Thug),Good News,Megan Thee Stallion,97330,2024-07-15,windows
Captain Hook,Suga,Megan Thee Stallion,176749,2024-07-15,windows
Glock In My Lap,SAVAGE MODE II,21 Savage,193591,2024-07-15,windows
Wanna Be (with Megan Thee Stallion),Ehhthang Ehhthang,GloRilla,156444,2024-07-15,windows
Needs,BB/ANG3L,Tinashe,146791,2024-07-15,windows
Bouncin',333,Tinashe,175092,2024-07-15,windows
Canned Heat,Synkronized,Jamiroquai,331760,2024-07-15,windows
Electric Body (feat. ScHoolboy Q),AT.LONG.LAST.A$AP,A$AP Rocky,255253,2024-07-15,windows
Blasé (feat. Future & Rae Sremmurd),Free TC,Ty Dolla $ign,285233,2024-07-15,windows
Dame Beso // Muévete,ORQUÍDEAS,Kali Uchis,215666,2024-07-15,windows
Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,276333,2024-07-15,windows
Pussy Talk,City On Lock,City Girls,218332,2024-07-15,windows
Nasty,Nasty,Tinashe,176027,2024-07-15,windows
In The Party,"Ho, why is you here ?",Flo Milli,86529,2024-07-15,windows
Think U The Shit (Fart),Think U The Shit (Fart),Ice Spice,141639,2024-07-15,windows
Rack City,Careless World: Rise Of The Last King,Tyga,203200,2024-07-15,windows
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B),Latto,153702,2024-07-15,windows
SLUT ME OUT,SLUT ME OUT,NLE Choppa,97590,2024-07-15,windows
Blow,BEYONCÉ [Platinum Edition],Beyoncé,309720,2024-07-15,ios
Losing You,Losing You,Solange,260399,2024-07-15,ios
Me Pongo Loca,ORQUÍDEAS,Kali Uchis,177815,2024-07-15,ios
Love Language,SOS,SZA,183893,2024-07-15,ios
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,139146,2024-07-15,ios
Ungrateful (feat. Key Glock),Traumazine,Megan Thee Stallion,154433,2024-07-16,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-16,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-07-16,ios
Sex Talk,Fever,Megan Thee Stallion,131209,2024-07-16,ios
Mamushi (feat. Yuki Chiba),MEGAN,Megan Thee Stallion,156988,2024-07-16,ios
B.A.S. (feat. Kyle Richh),MEGAN,Megan Thee Stallion,206461,2024-07-16,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-07-16,ios
8,CRASH,Kehlani,150262,2024-07-16,ios
Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure",Trey Songz,240713,2024-07-16,ios
ReYup (feat. Spodee),3 Live Krew,Travis Porter,135627,2024-07-16,ios
Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,276333,2024-07-16,ios
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413,2024-07-16,ios
Blow,BEYONCÉ [Platinum Edition],Beyoncé,309720,2024-07-17,ios
Sound of Rain,When I Get Home,Solange,185960,2024-07-17,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-17,ios
THIQUE,RENAISSANCE,Beyoncé,100560,2024-07-17,ios
Broken Clocks,Ctrl,SZA,231253,2024-07-17,ios
angel,TO FEEL ALIVE EP,Kali Uchis,143225,2024-07-17,ios
Wine Pon You (feat. Konshens),Amala,Doja Cat,219000,2024-07-17,ios
Overtime,Blank Face LP,ScHoolboy Q,278493,2024-07-17,ios
Streets,Hot Pink,Doja Cat,111565,2024-07-17,ios
Feels,While We Wait,Kehlani,181140,2024-07-17,ios
WY@,WY@,Brent Faiyaz,208038,2024-07-17,ios
Go There With You,JAGUAR,Victoria Monét,183731,2024-07-17,ios
Earned It (Fifty Shades Of Grey),Beauty Behind The Madness,The Weeknd,277680,2024-07-17,ios
The Weekend,Ctrl (Deluxe),SZA,224405,2024-07-17,ios
Valentina,Valentina,Dreamer Isioma,128640,2024-07-17,ios
Special Affair,Ego Death,The Internet,176186,2024-07-17,ios
Hold On,Hive Mind,The Internet,80004,2024-07-17,ios
Natural,Shelly,Shelly,163764,2024-07-17,ios
Steeeam,Shelly,Shelly,170892,2024-07-17,ios
Sofia,Immunity,Clairo,188386,2024-07-17,ios
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320,2024-07-17,ios
Billie Toppy,Billie Toppy,Men I Trust,195289,2024-07-17,ios
SUMMER RENAISSANCE,RENAISSANCE,Beyoncé,185761,2024-07-18,ios
In The Night (feat. Jorja Smith & Amaarae),In The Night (feat. Jorja Smith & Amaarae),Childish Gambino,229999,2024-07-18,ios
Un Millón,CINEMA,The Marías,167386,2024-07-18,ios
Little by Little,CINEMA,The Marías,178493,2024-07-18,ios
Cariño,"Superclean, Vol. II",The Marías,258713,2024-07-18,ios
Echo,Submarine,The Marías,209426,2024-07-18,ios
Real Life,Submarine,The Marías,206973,2024-07-18,ios
Hamptons,Submarine,The Marías,188400,2024-07-18,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2024-07-18,ios
Pretty Little Birds (feat. Isaiah Rashad),Ctrl,SZA,245946,2024-07-18,ios
Percolator,Ctrl (Deluxe),SZA,84000,2024-07-18,ios
Love Galore (feat. Travis Scott),Ctrl,SZA,257276,2024-07-18,ios
Go Gina,Ctrl,SZA,161613,2024-07-18,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2024-07-19,ios
Percolator,Ctrl (Deluxe),SZA,84000,2024-07-19,ios
Blind,SOS,SZA,150980,2024-07-19,ios
Hit Different,Hit Different,SZA,201078,2024-07-19,ios
Notice Me,SOS,SZA,160920,2024-07-19,ios
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873,2024-07-19,ios
The Recipe,Renaissance,Aluna,202012,2024-07-19,ios
Intimidated (feat. H.E.R.),Intimidated,KAYTRANADA,195894,2024-07-21,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-21,ios
Paper Together (feat. UGK),MEGAN,Megan Thee Stallion,215802,2024-07-21,ios
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017,2024-07-21,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-07-21,ios
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,300090,2024-07-21,ios
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413,2024-07-21,ios
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,323480,2024-07-21,ios
Drip,Drip,The Marías,195754,2024-07-21,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-07-21,ios
Un Millón,CINEMA,The Marías,167386,2024-07-21,ios
Hamptons,Submarine,The Marías,188400,2024-07-21,ios
Ruthless,"Superclean, Vol. II",The Marías,247455,2024-07-21,ios
Real Life,Submarine,The Marías,206973,2024-07-21,ios
Echo,Submarine,The Marías,209426,2024-07-21,ios
Little by Little,CINEMA,The Marías,178493,2024-07-21,ios
I Don't Know You,"Superclean, Vol. I",The Marías,209403,2024-07-21,ios
Care For You,Care For You,The Marías,156026,2024-07-21,ios
Drip,Drip,The Marías,180011,2024-07-21,ios
Be Your Girl (Kaytranada Edition),Be Your Girl (Kaytranada Edition),Teedra Moses,268087,2024-07-21,ios
Ay No Puedo,Submarine,The Marías,181546,2024-07-21,ios
Nasty Girl Remix (feat. Chlöe),Nasty Girl Remix (feat. Chlöe),Tinashe,156000,2024-07-21,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2024-07-21,ios
Persuasive (with SZA),Persuasive (with SZA),Doechii,210346,2024-07-21,ios
Nasty,Nasty,Tinashe,176027,2024-07-21,ios
SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,204763,2024-07-21,ios
I'M THAT GIRL,RENAISSANCE,Beyoncé,208014,2024-07-21,ios
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,198897,2024-07-21,ios
VIRGO'S GROOVE,RENAISSANCE,Beyoncé,368758,2024-07-21,ios
THIQUE,RENAISSANCE,Beyoncé,244792,2024-07-21,ios
CHURCH GIRL,RENAISSANCE,Beyoncé,224472,2024-07-21,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2024-07-21,ios
MOVE (feat. Grace Jones & Tems),RENAISSANCE,Beyoncé,203383,2024-07-21,ios
Get Lit (feat. Fat Tony),LIVE.LOVE.A$AP,A$AP Rocky,178706,2024-07-21,ios
Freak Hoe,DS2,Future,329934,2024-07-21,ios
Igual Que Un Ángel (with Peso Pluma),ORQUÍDEAS,Kali Uchis,260370,2024-07-22,ios
Losing You,Losing You,Solange,184920,2024-07-23,ios
Needs,BB/ANG3L,Tinashe,146791,2024-07-23,ios
Muñekita (with El Alfa & JT),ORQUÍDEAS,Kali Uchis,219642,2024-07-23,ios
Juicy,Amala (Deluxe Version),Doja Cat,199586,2024-07-23,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-07-23,ios
Disciples,Currents,Tame Impala,108546,2024-07-23,ios
Sex Talk,Fever,Megan Thee Stallion,131208,2024-07-23,ios
Rules,Hot Pink,Doja Cat,187040,2024-07-23,ios
OKAY,OKAY,JT,164074,2024-07-23,ios
Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,276333,2024-07-23,ios
Wanna Be (with Megan Thee Stallion),Ehhthang Ehhthang,GloRilla,156444,2024-07-23,ios
ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,95470,2024-07-23,ios
Mamushi (feat. Yuki Chiba),MEGAN,Megan Thee Stallion,156988,2024-07-23,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-07-23,ios
Cocky Af,Tina Snow,Megan Thee Stallion,177376,2024-07-23,ios
3Hunna,Finally Rich,Chief Keef,207324,2024-07-23,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-07-23,ios
Blow,BEYONCÉ [Platinum Edition],Beyoncé,89924,2024-07-24,ios
Dame Beso // Muévete,ORQUÍDEAS,Kali Uchis,215666,2024-07-24,ios
Clueless,"Superclean, Vol. II",The Marías,227234,2024-07-24,ios
Déjate Llevar,"Superclean, Vol. I",The Marías,163937,2024-07-24,ios
Spin Me Around,CINEMA,The Marías,115294,2024-07-24,ios
Real Life,Submarine,The Marías,206973,2024-07-24,ios
Hamptons,Submarine,The Marías,188400,2024-07-24,ios
Echo,Submarine,The Marías,209426,2024-07-24,ios
Ay No Puedo,Submarine,The Marías,181546,2024-07-24,ios
Un Millón,CINEMA,The Marías,167386,2024-07-24,ios
Little by Little,CINEMA,The Marías,178493,2024-07-24,ios
Cariño,"Superclean, Vol. II",The Marías,258713,2024-07-24,ios
Care For You,Care For You,The Marías,156026,2024-07-24,ios
Un Millón,CINEMA,The Marías,167386,2024-07-25,ios
Little by Little,CINEMA,The Marías,178493,2024-07-25,ios
Co-Star,Fountain Baby,Amaarae,166533,2024-07-25,ios
NICE,EVERYTHING IS LOVE,The Carters,233680,2024-07-25,ios
DOD,City Cinderella,JT,166956,2024-07-25,ios
Canned Heat,Synkronized,Jamiroquai,344283,2024-07-25,ios
Back That Azz Up,400 Degreez,JUVENILE,265600,2024-07-25,ios
Rake It Up (feat. Nicki Minaj),I Still Am,Yo Gotti,276333,2024-07-26,ios
SkeeYee,Hood Hottest Princess,Sexyy Red,157125,2024-07-26,ios
Bottoms Up (feat. Nicki Minaj),"Passion, Pain & Pleasure",Trey Songz,242013,2024-07-26,ios
Money,Money,Cardi B,183527,2024-07-26,ios
Fight Night,No Label II,Migos,216247,2024-07-26,ios
Red Nose,Remember Me,Sage The Gemini,193200,2024-07-26,ios
Gas Pedal,Remember Me,Sage The Gemini,208160,2024-07-26,ios
Feeling Myself,The Pinkprint,Nicki Minaj,237840,2024-07-26,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-07-26,ios
Gasolina,Barrio Fino (Bonus Track Version),Daddy Yankee,192600,2024-07-26,ios
Cocky Af,Tina Snow,Megan Thee Stallion,177376,2024-07-26,ios
Flawless Remix (feat. Nicki Minaj),BEYONCÉ [Platinum Edition],Beyoncé,234413,2024-07-26,ios
Don't Stop The Music,Good Girl Gone Bad,Rihanna,267080,2024-07-26,ios
In Da Club,Get Rich Or Die Tryin',50 Cent,193466,2024-07-26,ios
CUFF IT,RENAISSANCE,Beyoncé,225388,2024-07-26,ios
Drip (feat. Migos),Invasion of Privacy,Cardi B,262308,2024-07-26,ios
7/11,BEYONCÉ [Platinum Edition],Beyoncé,213506,2024-07-26,ios
I Don't Like,Finally Rich,Chief Keef,293840,2024-07-26,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-07-26,ios
Throw Sum Mo,SremmLife,Rae Sremmurd,260453,2024-07-26,ios
Get Low,Crunkest Hits,Lil Jon & The East Side Boyz,334066,2024-07-26,ios
Freak Nasty,Tina Snow,Megan Thee Stallion,170558,2024-07-27,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-07-27,ios
Mamushi (feat. Yuki Chiba),MEGAN,Megan Thee Stallion,156988,2024-07-27,ios
Paper Together (feat. UGK),MEGAN,Megan Thee Stallion,214420,2024-07-27,ios
2AM,Ctrl (Deluxe),SZA,242823,2024-07-27,ios
Blasé (feat. Future & Rae Sremmurd),Free TC,Ty Dolla $ign,285233,2024-07-27,ios
No Love (with SZA),Still Over It,Summer Walker,231497,2024-07-27,ios
Cookie Jar,Amala (Deluxe Version),Doja Cat,199440,2024-07-27,ios
ENERGY (feat. Beam),RENAISSANCE,Beyoncé,116727,2024-07-27,ios
Kerosene!,Heaven To A Tortured Mind,Yves Tumor,60816,2024-07-27,ios
Persuasive (with SZA),Persuasive (with SZA),Doechii,210346,2024-07-27,ios
Like I Used To,Like I Used To,Tinashe,187537,2024-07-27,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-07-27,ios
MONOPOLY (with Victoria Monét),MONOPOLY,Ariana Grande,158586,2024-07-27,ios
When I'm in Your Arms,Rose in the Dark,Cleo Sol,295807,2024-07-27,ios
The aisle,Heaven knows,PinkPantheress,165773,2024-07-27,ios
Pussy Talk,City On Lock,City Girls,218332,2024-07-27,ios
3500 (feat. Future & 2 Chainz),Rodeo,Travis Scott,461840,2024-07-27,ios
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B),Latto,185748,2024-07-27,ios
Bouncin',333,Tinashe,175092,2024-07-27,ios
Ric Flair Drip (with Metro Boomin),Without Warning,Offset,172800,2024-07-27,ios
Muñekita (with El Alfa & JT),ORQUÍDEAS,Kali Uchis,219642,2024-07-27,ios
My Type,ICY,Saweetie,126446,2024-07-27,ios
Imma Be,THE E.N.D. (THE ENERGY NEVER DIES),Black Eyed Peas,257560,2024-07-27,ios
Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,343150,2024-07-27,ios
Needs,BB/ANG3L,Tinashe,146791,2024-07-27,ios
Handsome And Wealthy,No Label II,Migos,210556,2024-07-27,ios
Collard Greens,Oxymoron,ScHoolboy Q,299960,2024-07-27,ios
Drip (feat. Migos),Invasion of Privacy,Cardi B,262308,2024-07-27,ios
Glock In My Lap,SAVAGE MODE II,21 Savage,193591,2024-07-27,ios
Looking For The Hoes (Ain’t My Fault),Hood Hottest Princess,Sexyy Red,130366,2024-07-27,ios
Thot Shit,Thot Shit,Megan Thee Stallion,184634,2024-07-27,ios
Fight Night,No Label II,Migos,216247,2024-07-27,ios
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,165754,2024-07-27,ios
OKAY,OKAY,JT,164074,2024-07-27,ios
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,166906,2024-07-27,ios
MotorSport,Culture II,Migos,303076,2024-07-27,ios
Only,The Pinkprint,Nicki Minaj,312026,2024-07-27,ios
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,155883,2024-07-27,ios
